xid	tdid	identity	evalue	specie
Brahy.S10G0179500	TRIDC6AG012980	48.426	6.79E-109	bhs
Brast03G130600	TRIDC3BG059820	60.741	6.99E-109	bs
Brahy.S08G0066500	TRIDC1AG049370	68.067	7.06E-109	bhs
Brahy.S02G0267900	TRIDC4BG002390	93.827	7.07E-109	bhs
Brahy.D01G0385100	TRIDC7BG076840	79.339	7.16E-109	bhd
Brahy.D01G0116600	TRIDC5BG059710	76.498	7.21E-109	bhd
Brast09G094700	TRIDC2AG045550	78.475	7.27E-109	bs
Brahy.S09G0095800	TRIDC2AG045550	78.475	7.27E-109	bhs
HORVU6Hr1G090800	TRIDC6AG057870	74.51	7.56E-109	hv
Brahy.D05G0123700	TRIDC2BG046160	76.382	7.58E-109	bhd
Brast05G258600	TRIDC5BG020740	44.767	7.60E-109	bs
HORVU7Hr1G122340	TRIDC7AG078260	91.837	7.65E-109	hv
Brahy.S03G0184000	TRIDC1AG026300	73.859	7.81E-109	bhs
Brast02G010800	TRIDC4BG064320	89.13	7.85E-109	bs
Brahy.S02G0012200	TRIDC4BG064320	89.13	7.85E-109	bhs
Brast02G299000	TRIDC4AG038860	91.071	7.94E-109	bs
HORVU1Hr1G045100	TRIDC1BG031240	95.062	8.07E-109	hv
Brahy.D04G0574300	TRIDC2BG073950	86.047	8.10E-109	bhd
Brahy.S08G0163900	TRIDC1BG039360	74.348	8.22E-109	bhs
Brast08G153600	TRIDC1BG039360	74.348	8.22E-109	bs
HORVU5Hr1G043760	TRIDC3BG028710	94.375	8.25E-109	hv
Brahy.D01G0028600	TRIDC4AG053200	82.667	8.36E-109	bhd
HORVU2Hr1G111930	TRIDC2BG076740	87.709	8.54E-109	hv
Brahy.D02G0815400	TRIDC3BG079320	68.379	8.54E-109	bhd
Brahy.D01G0518100	TRIDC7AG049700	79.73	8.57E-109	bhd
Brahy.D01G1048300	TRIDC4BG001300	90.909	8.60E-109	bhd
Brast07G035300	TRIDC3AG050000	53.846	8.78E-109	bs
Brast05G293200	TRIDC3BG046900	65.833	8.79E-109	bs
HORVU5Hr1G059900	TRIDC5BG034300	85.946	8.83E-109	hv
Brast02G021000	TRIDC4AG047350	90.303	8.97E-109	bs
Brahy.S02G0022600	TRIDC4AG047350	90.303	8.97E-109	bhs
HORVU5Hr1G049120	TRIDC2BG043670	92.529	9.01E-109	hv
HORVU7Hr1G091730	TRIDC7AG053850	90.385	9.39E-109	hv
HORVU2Hr1G073740	TRIDC2AG043060	91.626	9.46E-109	hv
Brahy.S07G0158600	TRIDC7AG049700	80.09	9.51E-109	bhs
Brast07G142800	TRIDC7AG049700	80.09	9.51E-109	bs
Brahy.S08G0155100	TRIDC1BG040300	66.023	9.69E-109	bhs
Brast08G145900	TRIDC1BG040300	66.023	9.69E-109	bs
HORVU7Hr1G002990	TRIDC4AG067950	77.157	9.99E-109	hv
Brahy.D05G0291200	TRIDC2BG063990	56.467	1.03E-108	bhd
Brahy.D03G0713700	TRIDC6BG046610	67.412	1.05E-108	bhd
Brahy.S05G0259900	TRIDC4BG045270	75.652	1.06E-108	bhs
Brast05G236600	TRIDC4BG045270	75.652	1.06E-108	bs
Brahy.S03G0222300	TRIDC1BG038010	89.73	1.06E-108	bhs
Brahy.S05G0130400	TRIDC5AG032230	66.462	1.07E-108	bhs
HORVU3Hr1G000570	TRIDC3BG000830	96.226	1.07E-108	hv
Brahy.S06G0239900	TRIDC1AG027870	90.419	1.12E-108	bhs
Brast02G346800	TRIDC6BG041030	86.441	1.14E-108	bs
Brast08G226200	TRIDC1AG007420	82.329	1.15E-108	bs
HORVU7Hr1G075290	TRIDC7BG035520	100	1.19E-108	hv
HORVU5Hr1G084700	TRIDC5BG053290	88.53	1.19E-108	hv
Brahy.S01G0089900	TRIDC3BG059870	56.546	1.20E-108	bhs
HORVU5Hr1G063630	TRIDC5AG035250	93.678	1.21E-108	hv
Brast02G019400	TRIDC4BG058620	85.787	1.22E-108	bs
Brast08G019300	TRIDC1AG059790	83.936	1.22E-108	bs
Brahy.D04G0363000	TRIDC4AG031980	82.292	1.23E-108	bhd
Brahy.S09G0206600	TRIDC2BG065910	72.727	1.24E-108	bhs
HORVU2Hr1G045630	TRIDC2BG033220	91.111	1.26E-108	hv
Brahy.S01G0386400	TRIDC3BG014900	90.566	1.27E-108	bhs
Brast01G369200	TRIDC3BG014900	90.566	1.27E-108	bs
Brahy.D03G0799000	TRIDC6AG048200	81.818	1.31E-108	bhd
Brast01G029100	TRIDC3BG073790	77.512	1.31E-108	bs
Brast04G127700	TRIDC6BG042600	88.095	1.32E-108	bs
Brast03G237800	TRIDC2AG071230	88.095	1.33E-108	bs
Brahy.D04G0508500	TRIDC5AG045040	81.347	1.36E-108	bhd
HORVU0Hr1G019590	TRIDC7AG016890	75.243	1.38E-108	hv
Brahy.S01G0113000	TRIDC1BG050660	99.324	1.38E-108	bhs
Brast08G214300	TRIDC1BG014700	87.879	1.40E-108	bs
Brahy.S08G0233400	TRIDC1BG014700	87.879	1.40E-108	bhs
Brast09G188700	TRIDC2AG064170	83.673	1.43E-108	bs
HORVU4Hr1G060720	TRIDC4AG012520	97.468	1.43E-108	hv
Brast06G073500	TRIDC2BG028560	65.766	1.45E-108	bs
Brahy.S06G0076500	TRIDC2BG028560	65.766	1.45E-108	bhs
Brahy.D01G0895400	TRIDC4BG033350	64.378	1.48E-108	bhd
Brast02G129400	TRIDC4BG037440	78.986	1.49E-108	bs
Brahy.S02G0135700	TRIDC4BG037440	78.986	1.49E-108	bhs
Brahy.S02G0299800	TRIDC4AG041950	84.375	1.51E-108	bhs
Brast08G063200	TRIDC1AG049370	67.688	1.51E-108	bs
Brahy.D03G0050300	TRIDC6BG021850	86.339	1.53E-108	bhd
Brast05G114800	TRIDC5AG032230	66.462	1.54E-108	bs
Brast09G111600	TRIDC6AG019690	98.75	1.57E-108	bs
Brahy.S10G0211200	TRIDC1AG048490	80.1	1.60E-108	bhs
Brahy.S07G0166100	TRIDC7BG043340	76.21	1.63E-108	bhs
HORVU4Hr1G075010	TRIDC4BG049190	88	1.64E-108	hv
Brahy.S03G0011200	TRIDC2AG014330	68.11	1.66E-108	bhs
Brast04G089900	TRIDC6BG048970	83.051	1.68E-108	bs
Brahy.S04G0094900	TRIDC6BG048970	83.051	1.68E-108	bhs
Brahy.D01G0848400	TRIDC1BG018340	68.34	1.68E-108	bhd
HORVU5Hr1G014810	TRIDC3BG036350	77.34	1.69E-108	hv
Brahy.D04G0382200	TRIDC4BG021360	96.226	1.70E-108	bhd
Brahy.D03G0549700	TRIDC7BG022550	69.198	1.70E-108	bhd
HORVU2Hr1G100150	TRIDC2AG061780	91.414	1.70E-108	hv
Brahy.D04G0595300	TRIDC3BG030670	47.101	1.74E-108	bhd
Brahy.D03G0401200	TRIDC4AG055450	82.584	1.75E-108	bhd
Brahy.D02G0041500	TRIDC3AG007620	80.5	1.76E-108	bhd
Brahy.D02G0816200	TRIDC3AG069970	67.2	1.76E-108	bhd
Brahy.D03G0162500	TRIDC6BG050830	91.824	1.80E-108	bhd
Brast02G150600	TRIDC2AG067290	91.875	1.83E-108	bs
Brahy.S02G0157700	TRIDC2AG067290	91.875	1.83E-108	bhs
Brahy.D01G0014700	TRIDC4AG050150	96.815	1.85E-108	bhd
Brahy.S05G0320600	TRIDC3BG046900	65.417	1.88E-108	bhs
HORVU2Hr1G024300	TRIDC2AG012920	94.444	1.89E-108	hv
Brast05G187800	TRIDC5BG050260	85.227	1.93E-108	bs
Brahy.S05G0208600	TRIDC5BG050260	85.227	1.93E-108	bhs
HORVU5Hr1G109860	TRIDC5BG070600	78.68	1.94E-108	hv
Brahy.S09G0078400	TRIDC2AG043410	49.635	1.97E-108	bhs
Brahy.D03G0248200	TRIDC5BG079300	96.341	1.98E-108	bhd
Brahy.D03G0179700	TRIDC7AG045660	94.012	1.98E-108	bhd
Brahy.D05G0175400	TRIDC3BG010130	57.525	1.99E-108	bhd
HORVU3Hr1G113000	TRIDC3AG073020	66.667	2.09E-108	hv
HORVU4Hr1G029460	TRIDC4AG027440	90.556	2.09E-108	hv
Brast10G112900	TRIDC5AG028130	77.512	2.14E-108	bs
Brahy.S10G0118000	TRIDC5AG028130	77.512	2.14E-108	bhs
Brahy.S08G0020000	TRIDC1AG059790	83.936	2.17E-108	bhs
Brahy.S02G0157800	TRIDC1BG016830	91.25	2.20E-108	bhs
Brahy.S04G0349800	TRIDC6BG012730	87.719	2.22E-108	bhs
Brahy.D04G0126300	TRIDC5AG028130	76.077	2.26E-108	bhd
Brahy.D03G0726300	TRIDC6BG048510	78.505	2.38E-108	bhd
HORVU1Hr1G027980	TRIDC1BG021430	98.667	2.40E-108	hv
Brahy.S03G0322400	TRIDC5BG049790	55.414	2.41E-108	bhs
HORVU6Hr1G027880	TRIDC6BG025450	81.865	2.44E-108	hv
Brahy.D04G0550200	TRIDC2AG009540	47.532	2.50E-108	bhd
Brahy.S02G0171200	TRIDC4BG034760	86.982	2.51E-108	bhs
Brast02G163000	TRIDC4BG034760	86.982	2.51E-108	bs
HORVU7Hr1G113200	TRIDC7BG065190	96.226	2.53E-108	hv
HORVU0Hr1G025370	TRIDC6BG056740	77.54	2.53E-108	hv
Brast01G363500	TRIDC3AG015130	77.465	2.54E-108	bs
Brahy.D02G0081100	TRIDC3AG012850	77.303	2.59E-108	bhd
Brahy.D02G0548300	TRIDC3AG030090	91.954	2.62E-108	bhd
Brast01G108300	TRIDC3BG055130	95.679	2.63E-108	bs
Brahy.S01G0115000	TRIDC3BG055130	95.679	2.63E-108	bhs
Brahy.S01G0266400	TRIDC1BG065230	50.538	2.66E-108	bhs
Brast01G259400	TRIDC1BG065230	50.538	2.66E-108	bs
Brahy.D02G0771500	TRIDC2AG020760	56.176	2.69E-108	bhd
Brahy.D03G0793400	TRIDC6AG048830	73.786	2.76E-108	bhd
Brast01G080700	TRIDC3BG060420	81.443	2.76E-108	bs
Brahy.S04G0214300	TRIDC4AG028450	76.498	2.83E-108	bhs
Brast04G199800	TRIDC4AG028450	76.498	2.83E-108	bs
HORVU1Hr1G067290	TRIDC1BG052860	83.178	2.83E-108	hv
Brahy.D03G0430500	TRIDC1AG027870	89.222	2.84E-108	bhd
Brast04G029000	TRIDC6AG048200	80.749	2.89E-108	bs
Brahy.S04G0030200	TRIDC6AG048200	80.749	2.89E-108	bhs
HORVU3Hr1G067640	TRIDC3BG041510	92.5	2.92E-108	hv
Brahy.D04G0516800	TRIDC5BG050260	84.746	2.96E-108	bhd
Brahy.D02G0710900	TRIDC3BG055130	95.679	3.00E-108	bhd
Brast01G286800	TRIDC5BG066300	52.681	3.02E-108	bs
Brahy.S01G0296900	TRIDC5BG066300	52.681	3.02E-108	bhs
HORVU2Hr1G013150	TRIDC2AG008770	90.341	3.04E-108	hv
Brahy.D01G0464000	TRIDC2BG057180	63.67	3.05E-108	bhd
Brahy.D01G0615600	TRIDC7BG010700	95.625	3.07E-108	bhd
Brast07G068500	TRIDC7BG010700	95.625	3.07E-108	bs
Brahy.S02G0022100	TRIDC5AG073520	66.323	3.11E-108	bhs
Brast03G182800	TRIDC1BG034250	88.623	3.12E-108	bs
Brahy.S03G0202700	TRIDC1BG034250	88.623	3.13E-108	bhs
HORVU6Hr1G077450	TRIDC1AG038950	79.104	3.23E-108	hv
HORVU3Hr1G085820	TRIDC3BG058810	99.355	3.27E-108	hv
Brast02G280100	TRIDC4AG041950	83.333	3.36E-108	bs
HORVU6Hr1G067080	TRIDC7BG059940	89.759	3.43E-108	hv
HORVU1Hr1G005280	TRIDC1AG003900	49.045	3.44E-108	hv
Brahy.S02G0021000	TRIDC4BG058620	85.279	3.66E-108	bhs
Brahy.D05G0126800	TRIDC2BG046460	87.5	3.66E-108	bhd
Brahy.D04G0121700	TRIDC5BG029200	87.5	3.67E-108	bhd
Brahy.D01G0878900	TRIDC4BG034660	87.192	3.74E-108	bhd
Brahy.S02G0372300	TRIDC6BG041030	85.876	3.77E-108	bhs
HORVU7Hr1G073350	TRIDC7BG034190	86.55	3.78E-108	hv
HORVU7Hr1G042940	TRIDC7AG026530	86.111	3.79E-108	hv
Brast06G077400	TRIDC2AG024000	97.5	3.86E-108	bs
Brahy.S06G0081000	TRIDC2AG024000	97.5	3.86E-108	bhs
HORVU7Hr1G003940	TRIDC7AG003010	90.643	3.89E-108	hv
Brast08G112600	TRIDC1BG045270	65.421	3.93E-108	bs
Brahy.D04G0428800	TRIDC5AG032230	67.296	4.05E-108	bhd
Brast02G376500	TRIDC5BG077470	95.541	4.06E-108	bs
Brahy.S02G0403600	TRIDC5BG077470	95.541	4.06E-108	bhs
Brahy.D02G0060600	TRIDC3BG014900	90.566	4.14E-108	bhd
Brahy.D01G0435900	TRIDC7AG063770	59.343	4.14E-108	bhd
Brast10G121000	TRIDC6AG056010	86.142	4.28E-108	bs
Brahy.S10G0135300	TRIDC6AG056010	86.142	4.28E-108	bhs
Brahy.S08G0041300	TRIDC1BG061600	64.015	4.29E-108	bhs
HORVU7Hr1G107010	TRIDC7BG058640	100	4.29E-108	hv
Brahy.S08G0118900	TRIDC1BG045270	65.421	4.42E-108	bhs
Brahy.D04G0394800	TRIDC2AG001630	46.465	4.45E-108	bhd
Brahy.D04G0377100	TRIDC5BG082060	77.778	4.47E-108	bhd
Brahy.S07G0041900	TRIDC7BG039350	55.963	4.47E-108	bhs
HORVU6Hr1G038670	TRIDC2AG023710	91.758	4.48E-108	hv
Brahy.S05G0327000	TRIDC2AG011190	70.635	4.58E-108	bhs
Brahy.D01G0366800	TRIDC2AG025150	73.276	4.60E-108	bhd
Brahy.D03G0096100	TRIDC4AG005940	61.905	4.69E-108	bhd
Brahy.D01G0304400	TRIDC2BG029210	98.113	4.71E-108	bhd
HORVU3Hr1G062310	TRIDC3AG040180	90.964	4.78E-108	hv
Brahy.S03G0280000	TRIDC2BG045550	89.759	4.81E-108	bhs
Brast03G256400	TRIDC2BG045550	89.759	4.81E-108	bs
Brast09G095900	TRIDC2BG048680	86.628	4.85E-108	bs
Brahy.S09G0097000	TRIDC2BG048680	86.628	4.85E-108	bhs
HORVU3Hr1G069960	TRIDC3BG046680	91.848	5.08E-108	hv
Brahy.S04G0026700	TRIDC6AG047510	74.429	5.11E-108	bhs
HORVU5Hr1G059820	TRIDC5BG034160	94.186	5.18E-108	hv
Brast08G091200	TRIDC1BG049280	67.5	5.23E-108	bs
Brahy.S03G0332200	TRIDC7BG027750	65.924	5.31E-108	bhs
Brast03G305200	TRIDC7BG027750	65.924	5.31E-108	bs
HORVU3Hr1G069660	TRIDC3BG046880	85.437	5.34E-108	hv
HORVU5Hr1G063400	TRIDC5AG035040	98.013	5.34E-108	hv
Brahy.D01G0066900	TRIDC5BG067280	92.903	5.80E-108	bhd
HORVU3Hr1G070490	TRIDC3AG041170	93.252	5.86E-108	hv
Brahy.D05G0070000	TRIDC2AG038800	61.538	5.88E-108	bhd
HORVU7Hr1G036130	TRIDC7BG012000	92.771	6.03E-108	hv
Brahy.S04G0241800	TRIDC4BG054400	85.549	6.04E-108	bhs
Brast03G251600	TRIDC5AG037140	49.784	6.13E-108	bs
Brahy.S03G0296500	TRIDC7AG031160	76.5	6.19E-108	bhs
Brast03G271600	TRIDC7AG031160	76.5	6.19E-108	bs
Brahy.S08G0096500	TRIDC1BG049280	67.5	6.23E-108	bhs
HORVU3Hr1G020640	TRIDC3BG018620	87.222	6.39E-108	hv
Brast10G099300	TRIDC5BG027800	69.805	6.49E-108	bs
Brahy.S10G0105500	TRIDC5BG027800	69.805	6.49E-108	bhs
Brahy.S05G0102400	TRIDC5BG030520	95.946	6.66E-108	bhs
Brast05G083400	TRIDC5BG030520	95.946	6.66E-108	bs
Brahy.D04G0397500	TRIDC5BG030520	95.946	6.66E-108	bhd
Brahy.D04G0514800	TRIDC5BG050000	70.85	6.66E-108	bhd
HORVU1Hr1G048870	TRIDC1BG032780	89.95	6.80E-108	hv
Brahy.D04G0481500	TRIDC5BG042340	79.474	6.95E-108	bhd
Brahy.S02G0250200	TRIDC7AG009990	41.991	6.97E-108	bhs
Brahy.S04G0226000	TRIDC6BG017640	64.435	7.06E-108	bhs
HORVU1Hr1G039870	TRIDC1BG027840	96.732	7.07E-108	hv
Brast02G076700	TRIDC4BG046150	86.387	7.11E-108	bs
Brahy.S01G0061600	TRIDC3BG063000	70.381	7.12E-108	bhs
Brahy.S09G0195200	TRIDC2AG064170	83.673	7.13E-108	bhs
Brast01G246700	TRIDC3AG030090	91.954	7.23E-108	bs
Brahy.S01G0440000	TRIDC3AG030090	91.954	7.23E-108	bhs
Brahy.S10G0103700	TRIDC1AG059020	67.293	7.24E-108	bhs
Brast09G199800	TRIDC2BG065910	72.727	7.26E-108	bs
Brast10G085900	TRIDC5BG051050	61.649	7.29E-108	bs
Brahy.D03G0536300	TRIDC2BG000530	66.393	7.34E-108	bhd
HORVU6Hr1G009000	TRIDC6BG007450	94.34	7.36E-108	hv
Brahy.D01G0581700	TRIDC7AG025850	65.169	7.39E-108	bhd
Brahy.D04G0311600	TRIDC2BG000670	45.671	7.42E-108	bhd
Brast07G186400	TRIDC2BG057180	70.124	7.46E-108	bs
HORVU5Hr1G095050	TRIDC6BG040330	95.625	7.49E-108	hv
Brahy.D02G0744100	TRIDC3BG060420	81.443	7.54E-108	bhd
Brast04G205800	TRIDC6BG050830	91.772	7.55E-108	bs
Brahy.S04G0222800	TRIDC6BG050830	91.772	7.55E-108	bhs
Brahy.D01G0877400	TRIDC4BG034850	76.957	7.72E-108	bhd
HORVU4Hr1G067390	TRIDC4AG008520	95.122	7.82E-108	hv
HORVU3Hr1G087780	TRIDC3BG056670	71.368	7.97E-108	hv
Brahy.D01G0891700	TRIDC2AG067290	91.25	8.05E-108	bhd
Brast09G165900	TRIDC2AG059670	74.79	8.40E-108	bs
Brahy.S09G0170500	TRIDC2AG059670	74.79	8.40E-108	bhs
Brahy.D04G0342300	TRIDC2BG080000	64.344	8.55E-108	bhd
HORVU1Hr1G080300	TRIDC1AG052720	80.658	8.56E-108	hv
Brahy.D01G0927300	TRIDC2BG021370	82.383	8.68E-108	bhd
Brahy.S07G0073600	TRIDC7BG010700	95	8.90E-108	bhs
Brahy.S03G0167700	TRIDC1BG028200	62.388	9.02E-108	bhs
Brast05G269300	TRIDC3BG003340	55.272	9.14E-108	bs
Brast07G094800	TRIDC7BG016430	66.045	9.15E-108	bs
Brahy.S07G0142100	TRIDC7BG039410	97.973	9.16E-108	bhs
Brast07G128200	TRIDC7AG048010	97.973	9.16E-108	bs
Brahy.S01G0306900	TRIDC5BG041670	39.898	9.29E-108	bhs
Brahy.D03G0042800	TRIDC6BG019700	80.513	9.31E-108	bhd
Brahy.D04G0244600	TRIDC7BG008760	78.351	9.37E-108	bhd
Brahy.D03G0781400	TRIDC6BG052660	83.815	9.37E-108	bhd
Brast09G206900	TRIDC2BG064380	78.125	9.41E-108	bs
Brahy.S09G0214600	TRIDC2BG064380	78.125	9.83E-108	bhs
HORVU4Hr1G063190	TRIDC4BG039710	93.651	9.86E-108	hv
Brahy.S05G0246000	TRIDC5AG072200	69.565	9.88E-108	bhs
HORVU3Hr1G004740	TRIDC3AG024090	99.351	9.90E-108	hv
Brahy.D01G0917900	TRIDC4BG037440	79.93	9.92E-108	bhd
Brast07G234400	TRIDC6BG030790	74.272	9.95E-108	bs
Brahy.S07G0259600	TRIDC6BG030790	74.272	9.95E-108	bhs
Brahy.S07G0246600	TRIDC5AG043930	46.682	9.97E-108	bhs
Brahy.D01G0376300	TRIDC2BG045550	89.881	1.00E-107	bhd
HORVU3Hr1G079800	TRIDC3BG054870	98.125	1.02E-107	hv
Brast01G195600	TRIDC3BG039990	98.639	1.03E-107	bs
Brahy.S01G0208300	TRIDC3BG039990	98.639	1.03E-107	bhs
Brahy.D05G0119100	TRIDC2BG045880	85.833	1.04E-107	bhd
Brahy.S05G0041900	TRIDC6BG000340	48.849	1.05E-107	bhs
HORVU4Hr1G053130	TRIDC4AG016800	95.808	1.05E-107	hv
Brast05G038500	TRIDC6BG000340	48.849	1.05E-107	bs
Brahy.D01G0255500	TRIDC2AG018000	67.984	1.06E-107	bhd
Brahy.S04G0297500	TRIDC6AG019960	78.298	1.08E-107	bhs
Brahy.D01G0165700	TRIDC4AG045200	90.533	1.09E-107	bhd
Brast01G347400	TRIDC3BG022220	80.829	1.11E-107	bs
Brahy.S01G0160400	TRIDC3BG046190	65.333	1.11E-107	bhs
Brast01G150400	TRIDC3BG046190	65.333	1.11E-107	bs
Brahy.S01G0362600	TRIDC3BG022220	80.829	1.11E-107	bhs
Brahy.D03G0328400	TRIDC1AG056840	47.592	1.11E-107	bhd
Brahy.D02G0824800	TRIDC3BG083660	80.1	1.11E-107	bhd
Brahy.D02G0690300	TRIDC3BG052150	63.881	1.11E-107	bhd
Brahy.D01G0198800	TRIDC5BG035460	71.373	1.11E-107	bhd
Brahy.S03G0301900	TRIDC7BG022550	69.62	1.12E-107	bhs
HORVU2Hr1G032290	TRIDC2BG026070	91.667	1.13E-107	hv
HORVU3Hr1G097470	TRIDC3AG063700	83.5	1.13E-107	hv
HORVU4Hr1G081190	TRIDC4BG055440	83.5	1.13E-107	hv
Brahy.S07G0102800	TRIDC7AG025850	66.421	1.14E-107	bhs
Brahy.D05G0229200	TRIDC2AG056120	73.361	1.15E-107	bhd
Brahy.D01G0538200	TRIDC7AG048010	97.973	1.15E-107	bhd
Brahy.D03G0128800	TRIDC5AG024110	77.064	1.18E-107	bhd
HORVU2Hr1G122560	TRIDC2AG075580	79.365	1.19E-107	hv
HORVU3Hr1G004560	TRIDC3BG017150	91.279	1.20E-107	hv
HORVU4Hr1G022430	TRIDC4AG031170	87.56	1.21E-107	hv
HORVU2Hr1G063210	TRIDC2AG037250	90.116	1.21E-107	hv
HORVU6Hr1G034380	TRIDC6BG029460	89.005	1.21E-107	hv
Brast05G076300	TRIDC7BG024690	50.729	1.21E-107	bs
Brahy.D01G0938800	TRIDC4AG010710	70.357	1.22E-107	bhd
Brahy.D01G0025900	TRIDC5BG077470	94.904	1.22E-107	bhd
Brahy.D03G0193900	TRIDC7AG043580	96.154	1.23E-107	bhd
Brahy.S06G0201800	TRIDC6BG014390	72.727	1.25E-107	bhs
HORVU3Hr1G037450	TRIDC3AG025380	94.845	1.26E-107	hv
Brast01G322200	TRIDC3BG026490	74.888	1.26E-107	bs
Brast01G337400	TRIDC3AG019120	90.303	1.26E-107	bs
Brahy.D02G0095800	TRIDC3AG019120	90.303	1.26E-107	bhd
Brahy.S01G0352500	TRIDC3AG019120	90.303	1.26E-107	bhs
Brahy.S03G0113600	TRIDC7BG031990	84.158	1.26E-107	bhs
Brast03G101400	TRIDC7BG031990	84.158	1.26E-107	bs
Brahy.D02G0609300	TRIDC3BG039990	97.959	1.29E-107	bhd
Brast02G117100	TRIDC2AG001840	45.863	1.29E-107	bs
Brahy.S02G0120400	TRIDC2AG001840	45.863	1.29E-107	bhs
HORVU3Hr1G028820	TRIDC3AG018140	95.57	1.31E-107	hv
Brahy.S04G0206300	TRIDC4BG014810	77.941	1.32E-107	bhs
Brast04G192100	TRIDC4BG014810	77.941	1.32E-107	bs
Brahy.S09G0022200	TRIDC7BG057700	43.231	1.32E-107	bhs
HORVU5Hr1G104940	TRIDC5BG067020	83.422	1.34E-107	hv
Brahy.D01G0010800	TRIDC4AG049520	74.312	1.34E-107	bhd
HORVU5Hr1G057740	TRIDC5BG032770	80.676	1.36E-107	hv
HORVU3Hr1G110660	TRIDC3BG081690	98.71	1.37E-107	hv
Brahy.D01G0046200	TRIDC5AG067490	68.11	1.37E-107	bhd
Brahy.D03G0151400	TRIDC6BG027770	44.563	1.37E-107	bhd
Brast04G171000	TRIDC1AG044300	78.879	1.39E-107	bs
Brast03G219700	TRIDC6BG050530	88.506	1.42E-107	bs
Brahy.S03G0241600	TRIDC6BG050530	88.506	1.42E-107	bhs
Brahy.S04G0135000	TRIDC6BG042600	87.5	1.43E-107	bhs
HORVU2Hr1G070280	TRIDC2BG059890	81.347	1.44E-107	hv
Brast01G018300	TRIDC6AG004080	80	1.47E-107	bs
Brast04G187700	TRIDC3AG065830	43.841	1.48E-107	bs
Brahy.S04G0201600	TRIDC3AG065830	43.841	1.48E-107	bhs
Brast04G215800	TRIDC5AG070470	96.026	1.49E-107	bs
Brahy.D03G0142900	TRIDC5AG070470	96.026	1.49E-107	bhd
HORVU2Hr1G080190	TRIDC2BG049800	93.865	1.56E-107	hv
Brast09G065300	TRIDC2BG044860	70.683	1.57E-107	bs
Brahy.D02G0011900	TRIDC3AG002240	85.143	1.57E-107	bhd
Brast04G274800	TRIDC6AG019960	77.966	1.59E-107	bs
Brahy.S04G0288100	TRIDC4AG028510	59.829	1.60E-107	bhs
Brast04G266100	TRIDC4AG028510	59.829	1.60E-107	bs
Brahy.D02G0407800	TRIDC6AG001200	75.62	1.61E-107	bhd
Brahy.S09G0064200	TRIDC2BG044860	70.683	1.63E-107	bhs
HORVU5Hr1G085580	TRIDC5BG054000	94.634	1.65E-107	hv
Brahy.D01G0944700	TRIDC4BG040660	92.778	1.70E-107	bhd
Brahy.S03G0275100	TRIDC5AG037140	49.13	1.71E-107	bhs
Brahy.D04G0024300	TRIDC5AG007540	85	1.71E-107	bhd
Brast06G067800	TRIDC5BG057520	53.355	1.72E-107	bs
Brast01G032100	TRIDC3BG071990	72.222	1.74E-107	bs
Brahy.S01G0035200	TRIDC3BG071990	72.222	1.74E-107	bhs
Brahy.S03G0100600	TRIDC3AG038420	57.064	1.76E-107	bhs
Brast05G299100	TRIDC2AG011190	70.238	1.77E-107	bs
Brahy.S01G0181300	TRIDC3BG042640	94.186	1.79E-107	bhs
Brast01G170200	TRIDC3BG042640	94.186	1.79E-107	bs
Brast06G172500	TRIDC6AG053940	79.397	1.88E-107	bs
Brast10G114800	TRIDC3AG067370	69.88	1.88E-107	bs
HORVU0Hr1G006280	TRIDC3BG060240	83.092	1.90E-107	hv
Brast03G043400	TRIDC7AG043580	96.154	1.96E-107	bs
Brahy.S03G0046900	TRIDC7AG043580	96.154	1.96E-107	bhs
Brahy.D01G0952800	TRIDC4BG041830	90.741	1.98E-107	bhd
Brast07G149000	TRIDC7BG043340	76.21	2.06E-107	bs
Brahy.D03G0803100	TRIDC6AG047440	65.506	2.12E-107	bhd
Brahy.D02G0471700	TRIDC6BG012170	70.386	2.19E-107	bhd
HORVU5Hr1G074840	TRIDC5AG041560	91.209	2.24E-107	hv
Brahy.S06G0246200	TRIDC2AG035590	86.705	2.24E-107	bhs
Brast06G226800	TRIDC2AG035590	86.705	2.24E-107	bs
HORVU1Hr1G077470	TRIDC1AG049040	93.75	2.25E-107	hv
Brahy.D03G0399900	TRIDC1BG030680	79.058	2.27E-107	bhd
Brast08G244400	TRIDC1BG002920	73.874	2.28E-107	bs
Brahy.S02G0037000	TRIDC4BG056950	71.246	2.31E-107	bhs
Brahy.D02G0181600	TRIDC5AG001670	97.987	2.35E-107	bhd
Brahy.D02G0668900	TRIDC3AG043010	78.469	2.36E-107	bhd
HORVU2Hr1G122580	TRIDC2BG082700	90.374	2.37E-107	hv
HORVU5Hr1G025960	TRIDC5BG016850	94.643	2.37E-107	hv
Brahy.S03G0194200	TRIDC6BG062730	48.406	2.39E-107	bhs
Brahy.S02G0103300	TRIDC4AG008520	90.854	2.42E-107	bhs
Brast02G098100	TRIDC4AG008520	90.854	2.42E-107	bs
Brahy.S05G0082300	TRIDC7BG024690	50.729	2.44E-107	bhs
Brahy.S07G0252800	TRIDC7BG066120	60.058	2.47E-107	bhs
Brast02G150700	TRIDC1BG016830	90.625	2.48E-107	bs
Brahy.D04G0208500	TRIDC5AG052270	90.446	2.55E-107	bhd
Brast03G057300	TRIDC7BG037880	84.653	2.58E-107	bs
