bhdid	piN	piS	pin/pis
Brahy.S09G0024800	0.000813518	0.00152676425	0.5530415675
Brahy.S09G0028900	4.75e-05	0.000151072	0.31468836
Brahy.S09G0033800	0.000203048	0.000140129	1.449010026
Brahy.S09G0035200	4.4475000000000004e-05	9.4257e-05	0.52732579125
Brahy.S09G0038900	0.0002830455	0.0020155985	0.1450254285
Brahy.S09G0060300	0.00052432	0.002116872666666667	0.20406920433333334
Brahy.S09G0061300	0.000418578	0.00302465	0.138388947
Brahy.S09G0061400	0.000144096	0.001001359	0.143900121
Brahy.S09G0062000	0.000708988	0.001988801	0.356489878
Brahy.S09G0069300	5.14e-05	0.000171337	0.299773756
Brahy.S09G0073300	0.00023095950000000002	0.000495464	0.7655823675
Brahy.S09G0083300	0.0011673364	0.0021139056	0.7546435456
Brahy.S09G0083800	0.006415432	0.005304364	1.209463114
Brahy.S09G0090000	0.0012892667499999999	0.0023739762499999997	0.668475968
Brahy.S09G0092600	0.0003558285	0.002383301	0.1797747505
Brahy.S09G0094700	0.000348667	0.004743601	0.073502655
Brahy.S09G0094800	0.000611584	0.000857616	0.713120712
Brahy.S09G0096300	0.0005015907499999999	0.00138311675	0.33864901275000003
Brahy.S09G0098800	0.001311909	0.002804155	0.467844668
Brahy.S09G0103200	0.000380659	0.001510067	0.25208065
Brahy.S09G0104200	0.001189691	0.001002199	1.187081334
Brahy.S09G0109000	8.32e-05	0.000432374	0.19242169
Brahy.S09G0117900	0.001217606	0.005624538	0.216481099
Brahy.S09G0118000	0.00411845	0.009217987	0.44678409
Brahy.S09G0122100	0.0151868395	0.0208889115	0.726835798
Brahy.S09G0131000	0.0003683253333333334	0.0007359599999999999	0.5298675706666667
Brahy.S09G0132200	0.000231134	0.000806603	0.286552118
Brahy.S09G0132500	0.0008090985	0.001180345	0.5556362575
Brahy.S09G0135600	0.001204037	0.001318861	0.912937155
Brahy.S09G0142300	0.000307085	0.001002004	0.306471125
Brahy.S09G0142900	6.065e-05	0.00023503575	0.3340114205
Brahy.S09G0145600	0.0005374819999999999	0.00071788	1.1561465207500001
Brahy.S09G0147100	0.000609992	0.001245509	0.489752954
Brahy.S09G0149200	0.000469592	0.000897745	0.523079736
Brahy.S09G0151500	0.001781671	7.53e-05	23.663202
Brahy.S09G0157500	0.002101399	0.00110968	1.893698153
Brahy.S09G0163100	0.000580849	0.0015336185	0.37517804849999997
Brahy.S09G0173700	0.001994398	0.003717709	0.536458809
Brahy.S09G0176500	0.000465126	0.001453283	0.320052305
Brahy.S09G0179500	0.005240179	0.0032313	1.62169389
Brahy.S09G0188100	0.000136773	0.000413814	0.330517423
Brahy.S09G0192700	0.0028651279999999998	0.0028254035	0.9037581845
Brahy.S09G0193300	0.001212079	0.002123302	0.57084615
Brahy.S09G0195800	0.000549121	0.008610983	0.063769874
Brahy.S09G0198700	0.001399421	0.000510786	2.7397424
Brahy.S09G0211200	0.000459279	0.001361511	0.337330409
Brahy.S09G0216500	0.000109035	0.000140746	0.774696008
Brahy.S09G0222000	0.0009427140000000001	0.001547721	0.631966004
Brahy.S09G0231300	0.0004339845	0.0009643245000000001	0.4077895135
Brahy.S09G0231400	0.0042250515	0.00228925525	2.59612689175
Brahy.S09G0232400	0.000437169	0.000764415	0.571900787
Brahy.S09G0236400	3.5e-05	0.000458159	0.076306636
Brahy.S09G0238000	0.000228635	0.0010937985	0.2658029725
Brahy.S09G0239100	0.0005842413333333334	0.0007759976666666667	0.7602654483333334
Brahy.S09G0245800	0.000482484	0.001280973	0.376654069
Brahy.S09G0246700	0.0002593045	0.000703185	0.5851555935
Brahy.S09G0250900	0.000886421	0.00403685225	0.22223283225
Brahy.S09G0253600	0.001435517	0.002209144	0.64980711
Brahy.S09G0258200	0.000687237	0.000805607	0.853067428
Brahy.S09G0259600	0.009706532	0.004537459	2.139199627
Brahy.S09G0263100	0.00048818	0.000211849	2.304375852
Brahy.S09G0268500	0.002207889	0.0017533005	1.1742903605000001
Brahy.S09G0272000	0.003763479	0.004053689	0.928408379
Brahy.S09G0272900	0.000578093	0.001235011	0.468087585
Brahy.S09G0273200	0.00026292325	9.343275e-05	2.72764581125
Brahy.S09G0273900	6.35e-05	0.000114883	0.552962759
Brahy.S09G0275600	3.99e-05	0.00021902366666666666	0.29795889566666667
Brahy.S09G0290700	0.018305036	0.014240092749999999	1.2978229620000001
Brahy.S10G0000600	0.000592677	0.001075872	0.550880781
Brahy.S10G0000700	0.0021699966666666667	0.0026984463333333333	1.4237503823333333
Brahy.S10G0000900	0.014936843833333333	0.017369757833333332	0.7812573426666667
Brahy.S10G0001200	0.0018234445	0.0037799360000000002	0.9071882314999999
Brahy.S10G0001300	0.0013466066666666665	0.001620572	1.2212608606666666
Brahy.S10G0002300	0.000895726	0.006224681	0.14389911
Brahy.S10G0002600	0.001284345	0.003505371	0.366393396
Brahy.S10G0004000	0.0016676315	0.0011254762500000001	1.41439491175
Brahy.S10G0004700	0.00034604640000000006	0.0006189031999999999	0.603913301
Brahy.S10G0005500	0.000106792	0.000258316	0.413415758
Brahy.S10G0016000	0.00017474566666666666	0.0008313816666666667	0.442028201
Brahy.S10G0019800	0.01018629	0.0070038685	1.4554658594999998
Brahy.S10G0021000	0.0009075355000000001	0.0005793630000000001	1.39331184
Brahy.S10G0023100	0.001786664	0.001636441	1.091798646
Brahy.S10G0024300	0.00075931	0.0023372009999999997	0.32584906
Brahy.S10G0025100	0.00028201874999999997	0.0017411822499999998	0.21122232999999999
Brahy.S10G0025200	0.002242884	0.002727157	0.822425886
Brahy.S10G0026900	0.001038152	0.001584786	0.655073968
Brahy.S10G0027000	9.53e-05	0.000306442	0.310895074
Brahy.S10G0028800	0.00218277925	0.00360317875	0.9767757730000001
Brahy.S10G0029000	0.0012560765	0.00241953725	0.6009264955
Brahy.S10G0031800	3.82e-05	0.000101321	0.376586014
Brahy.S10G0037500	0.0028779036	0.0082907438	0.3483682238
Brahy.S10G0039200	0.0010258654999999999	0.0028830484999999998	0.3614150475
Brahy.S10G0040800	0.000317361	0.0008146545	0.3789306985
Brahy.S10G0040900	0.00189287	0.0016882165	1.1020390565
Brahy.S10G0041400	0.000977096	0.0010103963333333332	0.9415842296666667
Brahy.S10G0047500	0.002969835	0.00322303	0.921441898
Brahy.S10G0048400	0.0043781815	0.0074572875	0.5201789485
Brahy.S10G0050500	0.002967708	0.003590789	0.826478006
Brahy.S10G0054800	0.0024666270000000003	0.001775497	1.4122102353333332
Brahy.S10G0056200	0.004864551	0.004586359	1.060656452
Brahy.S10G0056300	0.000183519	0.000200628	1.2452974735
Brahy.S10G0056500	0.000246712	0.000726845	0.339428571
Brahy.S10G0057000	0.002471644	0.011828587	0.208955118
Brahy.S10G0061300	0.001764212	0.001948848	0.905258485
Brahy.S10G0074700	0.006141759	0.006573395	0.934335977
Brahy.S10G0076100	0.000806752	0.006558372	0.123011012
Brahy.S10G0077300	0.002392125	0.003286087	0.727955282
Brahy.S10G0086300	0.005214218	0.006014467	0.866945945
Brahy.S10G0095200	0.0014163527499999999	0.00257049625	0.6486997007499999
Brahy.S10G0100800	0.001150659	0.001454573	0.79106296
Brahy.S10G0101300	0.000137331	0.00045858	0.299470789
Brahy.S10G0105400	0.00139566875	0.002148796	0.66352778525
Brahy.S10G0106700	0.00027160199999999997	0.00031496633333333334	0.8772437383333335
Brahy.S10G0109600	0.0007188006666666667	0.0009793550000000001	0.7551115336666667
Brahy.S10G0113500	7.61e-05	0.000264894	0.287156066
Brahy.S10G0114200	0.0014012675	0.0033910355	0.41629349849999997
Brahy.S10G0114800	0.001122528	0.001066944	1.052096463
Brahy.S10G0123400	0.004006642	0.002179334	1.838470729
Brahy.S10G0125000	0.005005466	0.0086074685	0.6589141855
Brahy.S10G0126100	7.46e-05	0.000209012	0.356724339
Brahy.S10G0127800	0.003868131	0.008861297	0.43651974
Brahy.S10G0129900	0.006102205	0.009943804	0.613669129
Brahy.S10G0132000	0.000372354	0.003738224	0.099607142
Brahy.S10G0132400	0.0015268546666666665	0.0023062396666666666	0.7520514046666666
Brahy.S10G0135900	8.43035e-05	0.000347483	0.2519191915
Brahy.S10G0146500	0.001360053	0.0031069714999999998	0.6079154095
Brahy.S10G0147600	0.001360649	0.003668244	0.370926485
Brahy.S10G0151100	0.001063685	0.006403980666666666	0.18312207533333336
Brahy.S10G0152500	5.61e-05	0.000867179	0.064639243
Brahy.S10G0153700	0.000360246	0.0006204439999999999	0.5806290675000001
Brahy.S10G0154000	0.000322032	0.000358052	0.899402032
Brahy.S10G0155600	0.007601800000000001	0.0122414284	0.6118683144
Brahy.S10G0157400	0.00267662125	0.009882779	0.26981297025
Brahy.S10G0157600	0.002553254	0.006119385	0.417240371
Brahy.S10G0163100	0.0005967253333333334	0.0006332156666666667	0.9658379966666667
Brahy.S10G0167500	0.0009066924000000001	0.0032753623999999997	0.202728211
Brahy.S10G0168200	0.000970677	0.00341037	0.284624964
Brahy.S10G0171900	0.000741537	0.001741966	0.425689814
Brahy.S10G0175300	0.00348027	0.004651039	0.748277884
Brahy.S10G0175400	0.00339216	0.004134817	0.820389493
Brahy.S10G0180000	0.000965667	0.003341888	0.288958557
Brahy.S10G0183500	0.004704044125	0.00615625275	1.281616667375
Brahy.S10G0183600	0.002007019	0.000951381	2.109585476
Brahy.S10G0184800	0.0001316095	0.000304297	0.662023845
Brahy.S10G0188600	0.0001740415	0.0010385505	0.174630946
Brahy.S10G0192500	0.00138319175	0.0012471875	1.351460112
Brahy.S10G0194800	0.001662076	0.001767169	0.940530234
Brahy.S10G0195400	6.89e-05	0.00016976	0.40277583250000004
Brahy.S10G0195500	0.001321585	0.001590879	0.83072663
Brahy.S10G0198400	0.000317549	0.000987954	0.321420613
Brahy.S10G0199200	5.92e-05	9.25e-05	0.639804572
Brahy.S10G0202100	0.00108548	0.013759125	0.07889166
Brahy.S10G0202200	0.000905393	0.000273852	3.306146946
Brahy.S10G0203100	0.0017420830000000002	0.000916515	2.1815921400000002
Brahy.S10G0208500	0.0015116379999999998	0.0010805125	1.4991339685
Brahy.S10G0208600	0.00342382	0.007219769	0.474228407
Brahy.S10G0212300	0.00044379399999999996	0.000646518	0.6726325919999999
Brahy.S10G0213400	0.00071576375	0.0011254865	0.6526209585
Brahy.S10G0213700	0.00022423133333333335	0.0005782533333333334	0.3959352173333333
Brahy.S10G0219100	0.003859364	0.005795628	0.665909559
Brast01G001200	0.000392922	0.003460498	0.113544904
Brast01G005700	0.002282236	0.004001052	0.570408939
Brast01G007000	0.0160982315	0.036411320999999996	0.44315148800000004
Brast01G007800	0.002648645	0.006430403	0.411894032
Brast01G013200	0.00662025	0.012047443	0.549514962
Brast01G022400	0.00019048	0.001685975	0.112979215
Brast01G023900	0.001532168	0.000899988	1.702432239
Brast01G024400	0.000347817	0.001571617	0.221311286
Brast01G025400	0.004176246	0.002728415	1.530649267
Brast01G027100	0.002607567	0.001467746	1.77657936
Brast01G027500	0.003055779	0.001449515	2.10813918
Brast01G032100	0.000105158	0.00248767	0.042271687
Brast01G043400	0.001383629	0.002885406	0.479526756
Brast01G044300	0.0032237155	0.0027859605	0.9957736665
Brast01G044800	0.00035735	0.001003977	0.355934385
Brast01G045000	0.010118421	0.028244969	0.358237993
Brast01G045800	0.002928208	0.0022507	1.301021224
Brast01G046600	0.000632083	0.0025525985	0.30422513149999997
Brast01G046800	0.00380625	0.006710116	0.567240516
Brast01G055500	0.000722333	0.0007058934999999999	0.6854493225
Brast01G056400	6.85e-05	0.000331144	0.206943515
Brast01G056700	0.000332826	0.000975426	0.341210683
Brast01G057400	0.0021817234999999997	0.0030320374999999998	0.5666871245
Brast01G060600	0.004020392	0.002016918	1.993334193
Brast01G062300	0.004676135	0.008717378	0.536415254
Brast01G067400	0.004377965	0.001257931	3.480289985
Brast01G070500	0.019017298	0.030101021	0.63178249
Brast01G072300	0.001586442	0.000663986	2.389271576
Brast01G072800	0.000165709	0.000484915	0.341728291
Brast01G077700	0.000185546	0.000144211	1.286622528
Brast01G078100	0.00394111	0.004053905	0.972176238
Brast01G081400	0.002065153	0.001004686	2.055520449
Brast01G081800	0.000430253	0.000665687	0.646329891
Brast01G083800	0.000945238	0.001259047	0.750756921
Brast01G085100	0.000633562	0.00100344	0.631390169
Brast01G086400	7.06e-05	0.000982375	0.071872546
Brast01G087400	0.00178176	0.0027248059999999998	0.6218701596666666
Brast01G089400	0.000243728	0.002039694	0.11949249
Brast01G089500	0.000361505	0.001648835	0.219248457
Brast01G091300	0.005261366	0.0026865020000000003	1.9495055725000001
Brast01G095300	0.001849653	0.007450593	0.248255871
Brast01G096000	0.000930807	0.008789606	0.105898596
Brast01G102100	0.000112156	0.000378049	0.296670504
Brast01G105400	0.000877893	0.001289179	0.680970393
Brast01G105500	0.0031674	0.00077174	4.104230372
Brast01G105700	0.000254167	0.000763215	0.333021379
Brast01G109400	0.003142169	0.00245191	1.281518893
Brast01G111700	0.005439209	0.016901152	0.321824751
Brast01G113700	0.002400563	0.005244282	0.457748675
Brast01G114000	0.000285053	0.002719374	0.104822832
Brast01G121200	0.00049508	0.001421027	0.348395947
Brast01G121300	0.000807887	0.001918932	0.421008843
Brast01G121500	0.000466903	0.0010407634999999998	0.395782938
Brast01G123200	0.000352846	0.000549836	0.641728914
Brast01G124100	0.002209192	0.004113517	0.537056842
Brast01G126400	0.001276654	0.003196548	0.399385142
Brast01G126500	0.00016982800000000001	0.0004511065	0.42290634000000005
Brast01G127100	7.67e-05	0.00087815	0.087318095
Brast01G127200	0.002507282	0.002268597	1.105212609
Brast01G127300	0.003829871	0.004701608	0.814587462
Brast01G127500	0.0006351729999999999	0.0009537829999999999	0.9851117385
Brast01G128000	0.00011828000000000001	0.0003590015	0.3292881515
Brast01G128100	0.000576641	0.000907922	0.635121435
Brast01G128400	0.00041848899999999997	0.0012730805	0.4904447245
Brast01G131800	0.0087200895	0.027585053	0.316493809
Brast01G133300	7.37e-05	0.000769411	0.095836781
Brast01G135600	0.001215949	0.0009011	1.34940577
Brast01G136600	0.00016043	0.000878638	0.182589339
Brast01G136800	0.000109021	0.000902603	0.120784576
Brast01G137000	0.001846103	0.000815164	2.264701871
Brast01G140200	0.001715848	0.007418343	0.231297974
Brast01G145400	0.000627374	0.00104925	0.597925666
Brast01G148500	0.003102394	0.002229279	1.391657842
Brast01G151300	0.0013204313333333333	0.0014409256666666666	0.845198953
Brast01G152500	0.000353902	0.001123408	0.315025192
Brast01G153500	0.00232099275	0.002159175	1.3883735745
Brast01G155000	0.000445869	0.001203181	0.370575018
Brast01G155300	0.0018489315	0.005802445	0.318839391
Brast01G156000	0.002129432	0.001377262	1.546134477
Brast01G157900	3.02e-05	0.000269026	0.112221654
Brast01G161700	0.0010132895	0.0006066450000000001	3.7804577040000003
Brast01G162500	0.0067058845	0.007516915	0.9276454430000001
Brast01G163300	0.000796832	0.000984013	0.809778365
Brast01G165400	3.38e-05	0.00012595	0.268594147
Brast01G166000	0.007029845	0.007552017	0.93085656
Brast01G166400	0.000314459	0.000326815	0.962191869
Brast01G168500	0.001178274	0.001537719	0.766247921
Brast01G172100	0.0029591086666666665	0.003691615	1.2586888936666667
Brast01G174900	0.000479893	0.003538722	0.135612045
Brast01G175900	4.785e-05	0.000244885	0.1737061015
Brast01G176300	0.000114259	0.000212304	0.538183426
Brast01G176900	0.001036719	0.000958291	1.081841726
Brast01G178400	0.003803857	0.009172539	0.414700572
Brast01G182700	0.011739532	0.004879358	2.405958283
Brast01G184300	0.0007226575	0.0011187285	0.8503516005
Brast01G184400	0.001022193	0.002036095	0.502036031
Brast01G186000	0.00056452	0.000622645	0.906647619
Brast01G187700	0.000362645	0.000743039	0.6984060105000001
Brast01G188600	0.001199646	0.000641794	1.869207367
Brast01G188900	0.004357791	0.002515808	1.732163155
Brast01G191900	0.00017509	0.001769276	0.098961473
Brast01G196400	0.000151799	0.000367632	0.412911026
Brast01G199300	0.000796899	0.001788374	0.445599425
Brast01G199400	0.00039572049999999997	0.00045855600000000005	0.8571830979999999
Brast01G200400	0.00123437	0.002437686	0.506369473
Brast01G201000	0.006627127500000001	0.005807105	0.804000823
Brast01G201100	0.000970509	0.003395218	0.285845774
Brast01G203100	0.000187225	0.000177051	1.057463556
Brast01G203800	0.000484322	0.004800335	0.10089342
Brast01G207900	0.003497063	0.00840775	0.415933255
Brast01G208400	0.000609382	0.00116624	0.522518577
Brast01G209100	0.0018128195	0.0005743095	5.234425426
Brast01G209300	0.001695152	0.000308828	5.488977201
Brast01G209600	0.000365236	0.000452776	0.806658028
Brast01G212100	0.001427173	0.0012651105	1.66535141
Brast01G214600	0.002099936	0.000761994	2.755841471
Brast01G215300	0.003583975	0.0081966275	0.7017962545
Brast01G216300	0.000446112	0.000263654	1.692034461
Brast01G221700	0.00083883	0.003799813	0.2017560565
Brast01G227600	0.000499993	0.000931941	0.536506942
Brast01G230800	0.008407523	0.008575791	0.9995100095
Brast01G234900	0.000101843	0.0002299685	0.44134992399999995
Brast01G235400	0.003115178	0.001937829	1.60756107
Brast01G239100	0.000330757	0.000854663	0.387002631
Brast01G240000	0.000713013	0.001665495	0.428109009
Brast01G245300	0.000162458	0.000478839	0.33927551
Brast01G247700	0.000596169	0.000928606	0.642004028
Brast01G259900	0.008145582	0.007712123	0.9588924063333334
Brast01G261600	0.000939344	0.001187935	0.790737301
Brast01G266200	0.001749128	0.001677088	1.042955755
Brast01G267400	0.001952237	0.003755792	0.519793701
Brast01G268400	0.000204079	0.0026309385	0.0806765295
Brast01G270700	3.73e-05	0.000125443	0.297256481
Brast01G271300	0.001678072	0.000609339	1.6232663404999998
Brast01G273600	0.003325612	0.004967419000000001	0.6663861375
Brast01G278200	0.0031093153333333332	0.0028117033333333336	1.301350063
Brast01G279100	0.000776592	0.006780106	0.114539867
Brast01G280900	0.000518055	0.002210742	0.23433533
Brast01G287500	0.001086291	0.004296955	0.252804712
Brast01G290000	0.002586815	0.004509164	0.573679527
Brast01G294600	4.24e-05	5.37e-05	0.790836685
Brast01G297700	0.0020849015	0.001274607	1.6785623875
Brast01G301400	0.000123841	0.000372202	0.332724326
Brast01G301900	0.0005303355	0.0011641055	0.6480038455
Brast01G304200	0.0049490820000000005	0.0015772725	6.3349792485
Brast01G306100	0.000103345	0.000415793	0.248548802
Brast01G307700	0.0012152865	0.0024896705	0.48087310250000004
Brast01G308900	0.0026461885	0.004031385	0.503159094
Brast01G322100	0.001792735	0.0037089535000000002	0.4974527515
Brast01G327400	0.002029371	0.001965273	1.032615193
Brast01G334800	4.5e-05	0.00020254	0.222158071
Brast01G335200	0.015184812	0.025983362	0.584405186
Brast01G336100	0.018079435	0.013906179	1.300100838
Brast01G344300	0.000156646	0.001273936	0.122962019
Brast01G346800	0.0011778535	0.0002726275	2.7863887195
Brast01G349800	0.001583573	0.005536495	0.286024429
Brast01G349900	0.006448355	0.002651514	2.431951806
Brast01G357400	0.000263996	0.000115194	2.291751265
Brast01G365500	0.001529894	0.001402921	1.090505956
Brast01G375600	0.000187076	0.001150798	0.162562388
Brast01G388300	0.00174459	0.004972874	0.350821272
Brast01G390200	0.000227267	0.000743159	0.305812195
Brast01G390700	2.3e-05	0.000286133	0.080297699
Brast01G392400	0.000511913	0.001104924	0.463301809
Brast01G394100	0.00040348	0.00080733	0.499770647
Brast01G395400	0.000308933	0.000566866	0.544983471
Brast01G396100	0.000144615	0.000391551	0.369339143
Brast01G403900	1.59e-05	6.19e-06	2.561255643
Brast01G408900	0.000308703	0.000969903	0.318282788
Brast01G409600	0.015809855	0.032911185	0.480379384
Brast01G410200	0.000250839	0.000725156	0.345910883
Brast01G414700	0.000229867	0.000462177	0.497356664
Brast02G000200	0.00341801	0.001138669	3.001760231
Brast02G004700	0.000740969	0.001887089	0.392652053
Brast02G016700	0.004320886	0.014545843	0.297052995
Brast02G017600	0.001928805	0.00161636	1.193301139
Brast02G017700	0.010550001	0.020037769	0.526505786
Brast02G027300	0.0033750995	0.0042909490000000005	0.970741492
Brast02G029000	0.00036785	0.001285624	0.286125705
Brast02G030900	0.000229188	0.000685784	0.334197933
Brast02G031600	0.000257445	0.000487068	0.528560318
Brast02G033300	1.78e-05	0.000259439	0.068700601
Brast02G036300	0.000357313	0.001502705	0.237779895
Brast02G036800	0.000572871	0.000202549	2.828305865
Brast02G037500	0.0027097949999999997	0.0024154996666666665	1.085441331
Brast02G037900	0.002440735	0.002822354	0.864786979
Brast02G039900	0.000349658	0.001046685	0.334062896
Brast02G040900	0.000549386	0.000246612	2.227736357
Brast02G042200	2.61e-05	0.000100304	0.259932422
Brast02G043800	0.000302556	0.00218631	0.138386458
Brast02G044300	0.0030817955	0.0054521895	1.0097326865
Brast02G045300	0.002199686	0.002884393	0.762616811
Brast02G047700	0.000763861	0.000795613	0.960091385
Brast02G049400	0.000153766	0.000584431	0.263103489
Brast02G049700	0.000387931	0.000565906	0.685504631
Brast02G053800	0.001030459	0.009400045	0.109622753
Brast02G056800	0.000175456	0.000566548	0.309693375
Brast02G061300	0.000625315	0.0058751585	0.18299144150000002
Brast02G066000	0.000852381	0.001245729	0.684242325
Brast02G066700	0.000279732	0.000604619	0.462658277
Brast02G068000	0.0075068065	0.0123260095	0.584032789
Brast02G068300	0.005956174	0.003017955	1.973579398
Brast02G069600	0.000918107	0.000555368	1.653149701
Brast02G070600	0.000159926	0.000454036	0.352231711
Brast02G071900	0.003108796	0.004509392	0.689404735
Brast02G072400	0.0020509183333333333	0.0033530506666666665	1.0505151466666667
Brast02G077500	0.000363509	0.000335946	1.082044824
Brast02G079500	0.005637267	0.012767084	0.441546939
Brast02G083900	0.000630774	0.004340517	0.145322416
Brast02G084300	0.000489684	0.0012915840000000001	0.3599133835
Brast02G085400	3.36e-05	8.55e-05	0.392650686
Brast02G086200	0.004099553	0.001719252	2.384498518
Brast02G086800	0.0017421265	0.005019499	0.3660402615
Brast02G090000	0.002942991	0.005230341	0.562676606
Brast02G090900	0.000131655	0.000700273	0.18800544
Brast02G091500	0.003053904	0.005635192	0.541934287
Brast02G097100	2.13e-05	0.000464654	0.045836661
Brast02G098500	0.000270285	0.000832633	0.324614327
Brast02G102100	0.000403818	0.001080138	0.373857232
Brast02G102400	0.000920434	0.003382288	0.272133392
Brast02G103500	0.000435612	0.001278552	0.340707454
Brast02G104300	0.000887425	0.001386882	0.639870603
Brast02G107500	7.05e-05	0.000466414	0.151212969
Brast02G107800	0.000270339	0.000626297	0.431646547
Brast02G110200	0.002346778	0.001122665	2.090364036
Brast02G111200	0.000150699	0.002406157	0.062630737
Brast02G112500	0.0017616655	0.0014607695	0.914735925
Brast02G113800	0.00270677	0.0018663935000000002	1.4484458035
Brast02G114900	0.002996296	0.002946845	1.016780764
Brast02G116200	0.002088446	0.003466448	0.602474323
Brast02G118700	0.000278641	0.000129419	2.153023685
Brast02G119000	0.003761148	0.012542769	0.299865862
Brast02G119600	0.002347459	0.002869216	0.818153405
Brast02G125200	0.003536426	0.003169827	1.115652508
Brast02G125600	0.000615791	0.001384403	0.43213898900000003
Brast02G126500	0.001076217	0.001120026	0.960885655
Brast02G128000	0.000532919	0.00167729	0.317726424
Brast02G128200	0.001624132	0.004963353	0.327224698
Brast02G128300	0.001981237	0.001819868	1.088670892
Brast02G129300	0.0026977885	0.0028602385	1.1257157205000001
Brast02G129400	0.001081972	0.003054374	0.354237048
Brast02G131300	0.001606279	0.012236532	0.131269171
Brast02G132100	0.0010265205000000001	0.0009959275	1.1776587680000001
Brast02G132700	0.001335805	0.001806266	0.6347210249999999
Brast02G136200	0.0009206265000000001	0.005087749	0.20700022499999998
Brast02G137500	0.00015593	0.000152185	1.024605251
Brast02G139500	0.002929006	0.010072232	0.290800099
Brast02G139800	0.0006874175	0.005666717999999999	0.11034677949999999
Brast02G139900	0.000578191	0.001814133	0.318715094
Brast02G144100	0.000511272	0.0032609985	0.217291242
Brast02G145300	0.000574341	0.001853672	0.309839747
Brast02G146100	0.001150705	0.0038096665000000004	0.2797913895
Brast02G147100	0.000755255	0.002170106	0.348026779
Brast02G148700	0.003080784	0.003449434	0.893127581
Brast02G149900	0.008799872	0.010851302	0.810950794
Brast02G150500	0.000427214	0.004025191	0.106135052
Brast02G151600	0.001174362	0.0062885105	0.18569879350000001
Brast02G153700	0.001325985	0.000503158	2.635325385
Brast02G154000	0.00058196	0.000580814	1.001973595
Brast02G156700	0.003135239	0.001525292	2.055500569
Brast02G157600	0.000207267	0.0012816174999999998	0.1986766955
Brast02G159100	0.002096769	0.002506504	0.836530957
Brast02G165200	0.005423626	0.00481753	1.145489237
Brast02G166500	2.12e-05	2.64e-05	0.802043252
Brast02G168600	0.0009045765	0.0019043810000000001	0.462859071
Brast02G170400	0.000211205	0.00089734	0.235367722
Brast02G172100	0.0008757645	0.002509023	0.350393505
Brast02G175100	0.0007770213333333333	0.001800446	0.44717879866666665
Brast02G175600	0.002372396	0.002518016	0.942168664
Brast02G176900	0.007617914	0.01428525	0.533271332
Brast02G177200	0.000140662	0.006260824	0.022467002
Brast02G180500	0.000228498	0.000819519	0.278820335
Brast02G180600	0.008187043	0.009545052	0.857726391
Brast02G180700	0.006658831	0.008718334	0.763773338
Brast02G189200	4.4e-05	8.13e-05	0.541754387
Brast02G190800	0.0034710655000000003	0.0075946385000000005	0.436576694
Brast02G191000	0.000740919	0.003768045	0.196632168
Brast02G194500	0.003909941	0.002758058	1.417642877
Brast02G196200	0.00311826	0.00249017	1.252227898
Brast02G198500	3.02e-05	0.000203487	0.148603507
Brast02G199400	0.003265252	0.006381723	0.511656856
Brast02G199800	0.002574302	0.005543972	0.464342542
Brast02G202900	0.0025255535	0.00287576	1.3528043250000001
Brast02G203200	0.00259141	0.008750994	0.254144456
Brast02G206300	0.000141859	0.001390354	0.102030839
Brast02G207000	0.00047885699999999996	0.000637497	0.793022542
Brast02G209300	0.00541056	0.001559777	3.468802532
Brast02G210400	0.003694856	0.005618607	0.657610736
Brast02G213900	0.000957724	0.00136523	0.70151081
Brast02G223600	0.001592289	0.000946705	1.681928274
Brast02G223900	0.000135883	0.0011280469999999999	0.261527801
Brast02G225300	0.0018779875	0.0011297795	1.9205749509999999
Brast02G227300	0.001182631	0.002769549	0.427012049
Brast02G228800	0.000341997	0.000900437	0.37981239
Brast02G228900	0.001106595	0.001818334	0.608576121
Brast02G231600	0.000221836	0.001844641	0.120259725
Brast02G232400	0.010759652	0.007726172	1.392623987
Brast02G232600	0.001132987	0.002210236	0.512609104
Brast02G233700	0.002176012	0.00940286	0.231420182
Brast02G237500	0.008721808	0.012959291	0.673015824
Brast02G239100	0.004337516	0.013767206	0.315061482
Brast02G240000	0.001742632	0.005344156	0.32608189
Brast02G240100	5.26e-05	0.000241819	0.217640326
Brast02G240500	0.000409586	0.00086317	0.474513251
Brast02G241100	0.0006175046666666667	0.001524889	0.5806709656666666
Brast02G241400	0.000580402	0.000844972	0.6873770770000001
Brast02G245400	0.00028596949999999997	0.002105364	0.42547428049999997
Brast02G245500	0.003427001	0.0046356295	0.764534196
Brast02G250200	0.000318698	0.0011068	0.287945535
Brast02G252800	0.001715804	0.000379892	4.164986489
Brast02G253000	0.002964097	0.002291947	1.2932664
Brast02G253300	0.0008958099999999999	0.0026012095	0.33113768
Brast02G254400	0.002226974	0.003094512	0.719652752
Brast02G254600	0.005813007	0.005614552	1.035346654
Brast02G254700	0.001260399	0.000716014	1.760300331
Brast02G258300	0.001593601	0.002859233	0.557352739
Brast02G258400	0.000134188	0.000748744	0.179217723
Brast02G259700	0.000714353	0.006354429	0.112418144
Brast02G262000	7.07e-05	5.12e-05	1.379151614
Brast02G263400	0.005289948	0.005161149	1.024955618
Brast02G267000	0.000733868	0.001143748	0.641633966
Brast02G267100	0.000761567	0.000385509	1.975481275
Brast02G267300	0.000146896	0.000386392	0.380174728
