bsid	atid
Brast02G099500	AT5G17610
Brast02G319000	AT2G26500
Brast02G166500	AT5G04930
Brast02G095700	AT4G13780
Brast02G124800	AT2G32600
Brast02G344700	AT1G69910
Brast02G265800	AT5G62720
Brast02G359800	AT3G55120
Brast02G336300	AT3G12630
Brast02G003500	AT5G51270
Brast02G283100	AT1G18350
Brast02G233200	AT4G37640
Brast02G362700	AT5G59610
Brast02G338000	AT1G76680
Brast02G102700	AT2G22870
Brast02G100000	AT2G01690
Brast02G194600	AT5G26690
Brast02G085300	AT2G14820
Brast02G173800	AT2G30320
Brast02G200800	AT4G39880
Brast02G111900	AT1G68080
Brast02G331800	AT3G42860
Brast02G391100	AT4G36130
Brast02G051100	AT4G32540
Brast02G109900	AT2G02040
Brast02G019400	AT2G18196
Brast02G168000	AT2G38650
Brast02G027500	AT2G37250
Brast02G336900	AT3G13460
Brast02G216900	AT4G37470
Brast02G080000	AT2G18500
Brast02G064100	AT1G77550
Brast02G229900	AT3G19930
Brast02G339500	AT3G13480
Brast02G296200	AT3G19360
Brast02G057300	AT2G35290
Brast02G078800	AT1G29840
Brast02G274300	AT5G11760
Brast02G101000	AT1G18350
Brast02G379700	AT1G52520
Brast02G106800	AT1G45063
Brast02G116200	AT1G01120
Brast02G052800	AT5G01110
Brast02G126600	AT4G03600
Brast02G130800	AT5G15810
Brast02G372500	AT5G22100
Brast02G119100	AT1G52520
Brast02G195700	AT5G07050
Brast02G167400	AT3G51950
Brast02G257900	AT3G50690
Brast02G349900	AT3G08030
Brast02G239800	AT3G22942
Brast02G172300	AT2G40600
Brast02G024100	AT2G18060
Brast02G037900	AT1G04110
Brast02G176100	AT1G56220
Brast02G077200	AT2G04845
Brast02G092000	AT1G07780
Brast02G090900	AT2G38620
Brast02G349000	AT5G25450
Brast02G192900	AT3G17440
Brast02G026600	AT5G65980
Brast02G316100	AT1G77360
Brast02G312500	AT5G07970
Brast02G195100	AT3G58480
Brast02G204900	AT1G47380
Brast02G271400	AT3G57500
Brast02G373600	AT2G35460
Brast02G023200	AT3G08650
Brast02G368900	AT5G49300
Brast02G285000	AT1G02410
Brast02G076400	AT2G29200
Brast02G076700	AT5G48385
Brast02G011500	AT4G01860
Brast02G133400	AT2G37570
Brast02G081400	AT4G34670
Brast02G130100	AT3G46740
Brast02G077400	AT5G48750
Brast02G119800	AT4G26900
Brast02G325200	AT5G21970
Brast02G255800	AT1G20350
Brast02G000100	AT4G17840
Brast02G355900	AT5G44460
Brast02G013500	AT4G10730
Brast02G207800	AT3G43190
Brast02G183400	AT1G11240
Brast02G345700	AT5G62620
Brast02G359300	AT2G22640
Brast02G201600	AT1G02170
Brast02G086800	AT5G67380
Brast02G014700	AT5G53500
Brast02G069000	AT5G08520
Brast02G278200	AT1G14920
Brast02G369600	AT1G14870
Brast02G325300	AT2G35795
Brast02G171300	AT5G47430
Brast02G348100	AT1G55320
Brast02G085800	AT5G43150
Brast02G163100	AT3G55060
Brast02G085100	AT3G28030
Brast02G173700	AT5G05340
Brast02G135300	AT2G37430
Brast02G220200	AT4G17245
Brast02G326100	AT1G31330
Brast02G033100	AT5G23590
Brast02G178400	AT1G56210
Brast02G151600	AT4G16120
Brast02G076900	AT1G20200
Brast02G091700	AT2G36770
Brast02G373200	AT3G63190
Brast02G074300	AT1G34630
Brast02G045500	AT3G17900
Brast02G329600	AT3G54950
Brast02G348000	AT3G58490
Brast02G120000	AT4G24580
Brast02G254100	AT1G16520
Brast02G302400	AT5G43670
Brast02G324300	AT3G50845
Brast02G391200	AT1G50510
Brast02G019100	AT3G09140
Brast02G327600	AT5G44450
Brast02G168300	AT5G58250
Brast02G226300	AT5G55640
Brast02G092600	AT3G02090
Brast02G385200	AT5G48030
Brast02G147800	AT5G37070
Brast02G313800	AT5G15410
Brast02G121700	AT3G21520
Brast02G004900	AT2G45180
Brast02G120800	AT5G26820
Brast02G101300	AT2G39970
Brast02G188500	AT5G27410
Brast02G321300	AT1G10150
Brast02G177800	AT1G09130
Brast02G311600	AT5G60940
Brast02G152600	AT2G19460
Brast02G245700	AT4G21710
Brast02G147200	AT3G10110
Brast02G237800	AT4G19540
Brast02G298500	AT4G09650
Brast02G167100	AT3G04070
Brast02G062700	AT2G06025
Brast02G132700	AT5G02500
Brast02G203200	AT5G65420
Brast02G037300	AT5G60710
Brast02G223200	AT2G35610
Brast02G090000	AT1G70670
Brast02G093800	AT1G43770
Brast02G152100	AT1G09160
Brast02G240700	AT3G04810
Brast02G115000	AT4G38650
Brast02G376400	AT4G09620
Brast02G306900	AT3G03980
Brast02G334400	AT3G43600
Brast02G303600	AT1G04210
Brast02G250800	AT3G03680
Brast02G009300	AT4G34090
Brast02G035500	AT1G04510
Brast02G371500	AT3G06580
Brast02G229600	AT5G15490
Brast02G264200	AT4G05200
Brast02G186400	AT3G07960
Brast02G204800	AT5G42700
Brast02G027400	AT2G02130
Brast02G235700	AT3G18990
Brast02G348600	AT5G18130
Brast02G347300	AT4G34640
Brast02G296700	AT1G72060
Brast02G246100	AT2G27210
Brast02G228400	AT1G69200
Brast02G228100	AT1G13690
Brast02G167000	AT2G39050
Brast02G364300	AT4G25800
Brast02G280900	AT1G13110
Brast02G141400	AT2G38905
Brast02G044000	AT5G22390
Brast02G043900	AT5G04240
Brast02G254800	AT3G25270
Brast02G227700	AT5G15790
Brast02G343100	AT3G57450
Brast02G307700	AT4G16440
Brast02G075400	AT2G24010
Brast02G228300	AT4G30000
Brast02G192700	AT4G27410
Brast02G219600	AT1G02800
Brast02G060800	AT3G57630
Brast02G232700	AT1G47720
Brast02G289300	AT5G58040
Brast02G267900	AT1G48320
Brast02G258000	AT3G46940
Brast02G374200	AT2G36360
Brast02G183300	AT2G41430
Brast02G385100	AT4G00650
Brast02G332100	AT3G11820
Brast02G056800	AT1G14205
Brast02G219700	AT3G21690
Brast02G082300	AT5G67530
Brast02G349600	AT4G33840
Brast02G241700	AT3G22750
Brast02G093000	AT4G37210
Brast02G254300	AT1G56150
Brast02G257600	AT1G31260
Brast02G321200	AT1G10140
Brast02G289700	AT4G37850
Brast02G318700	AT4G09670
Brast02G177600	AT3G14260
Brast02G310700	AT3G13170
Brast02G258100	AT1G40390
Brast02G083400	AT3G19630
Brast02G391500	AT3G60810
Brast02G276000	AT3G18080
Brast02G084400	AT1G70210
Brast02G387200	AT3G07040
Brast02G081300	AT2G32210
Brast02G221100	AT2G32480
Brast02G000600	AT5G51110
Brast02G075100	AT4G39780
Brast02G036600	AT5G03340
Brast02G158300	AT5G49480
Brast02G016500	AT4G20960
Brast02G001500	AT5G47310
Brast02G311100	AT1G69120
Brast02G131300	AT5G42510
Brast02G097000	AT3G07970
Brast02G192200	AT5G23850
Brast02G274400	AT1G44770
Brast02G317600	AT4G37580
Brast02G254500	AT2G20370
Brast02G340600	AT5G20030
Brast02G346100	ATMG00310
Brast02G312200	AT3G02130
Brast02G187500	AT4G05460
Brast02G297500	AT3G07030
Brast02G293500	AT1G76990
Brast02G258700	AT4G37850
Brast02G244600	AT1G17170
Brast02G261900	AT3G04710
Brast02G213900	AT1G69440
Brast02G050400	AT3G22830
Brast02G250300	AT4G32915
Brast02G103200	AT4G35550
Brast02G095000	AT4G00550
Brast02G082000	AT1G76540
Brast02G389200	AT2G34830
Brast02G083100	AT4G33840
Brast02G181100	AT2G41620
Brast02G065600	AT5G20900
Brast02G020000	AT5G51990
Brast02G227800	AT5G38900
Brast02G143800	AT3G51830
Brast02G025000	AT5G51680
Brast02G308900	AT5G05420
Brast02G042300	AT4G00330
Brast02G141800	AT2G37090
Brast02G014000	AT1G64650
Brast02G337800	AT1G76680
Brast02G234900	AT3G50160
Brast02G342200	AT1G16820
Brast02G176300	AT2G47590
Brast02G324200	AT2G22070
Brast02G105100	AT1G12420
Brast02G093500	AT5G07980
Brast02G387000	AT1G03510
Brast02G315700	AT5G59845
Brast02G002700	AT2G45010
Brast02G389700	AT1G23280
Brast02G356000	AT2G36620
Brast02G248800	AT3G47680
Brast02G044200	AT2G39020
Brast02G149800	AT3G42860
Brast02G212200	AT4G14540
Brast02G018800	AT5G01150
Brast02G378900	AT2G02410
Brast02G001600	AT3G60340
Brast02G294800	AT5G42620
Brast02G235800	AT4G33280
Brast02G293600	AT5G65910
Brast02G386900	AT4G04860
Brast02G044300	AT3G21540
Brast02G264300	AT4G21400
Brast02G210300	AT1G54140
Brast02G373500	AT4G28660
Brast02G125600	AT3G09010
Brast02G011800	AT4G36210
Brast02G287600	AT4G34480
Brast02G053500	AT3G47910
Brast02G285300	AT3G17770
Brast02G054800	AT1G55270
Brast02G210700	AT5G45550
Brast02G343900	AT1G48410
Brast02G113800	AT2G17840
Brast02G201800	AT1G22410
Brast02G087800	AT1G69420
Brast02G384900	AT1G61000
Brast02G104900	AT5G07475
Brast02G291900	AT3G12210
Brast02G371400	AT5G45890
Brast02G251600	AT5G15120
Brast02G327300	AT1G16350
Brast02G392900	AT3G54700
Brast02G137800	AT1G18680
Brast02G217200	AT5G10490
Brast02G270100	AT1G18980
Brast02G333700	AT5G06570
Brast02G166800	AT5G18270
Brast02G071900	AT1G28200
Brast02G321400	AT3G30530
Brast02G310500	AT1G51090
Brast02G067500	AT5G49120
Brast02G193800	AT2G46950
Brast02G062800	AT1G54150
Brast02G150900	AT2G40330
Brast02G303400	AT2G37710
Brast02G282600	AT1G14830
Brast02G369100	AT3G06778
Brast02G208100	AT3G04770
Brast02G088600	AT5G47550
Brast02G340000	AT1G03070
Brast02G031400	AT3G25270
Brast02G390500	AT4G34215
Brast02G132500	AT3G12580
Brast02G046100	AT4G38540
Brast02G337600	AT1G10588
Brast02G210400	AT3G13840
Brast02G341800	AT2G30580
Brast02G328600	AT5G09530
Brast02G026500	AT1G11310
Brast02G018200	AT3G07160
Brast02G244000	AT5G27640
Brast02G016100	AT4G00755
Brast02G309900	AT1G80780
Brast02G074200	AT4G39910
Brast02G093700	AT5G61140
Brast02G130300	AT3G09350
Brast02G099800	AT3G56630
Brast02G240300	AT4G23390
Brast02G063600	AT5G21920
Brast02G073400	AT2G02060
Brast02G358600	AT2G40320
Brast02G274700	AT1G18350
Brast02G315600	AT1G14810
Brast02G111600	AT3G55820
Brast02G024500	AT3G07050
Brast02G389600	AT1G75250
Brast02G160600	AT3G62770
Brast02G213000	AT4G24220
Brast02G169200	AT2G38600
Brast02G203300	AT4G33990
Brast02G259000	AT4G37850
Brast02G280400	AT3G18480
Brast02G213400	AT3G29170
Brast02G286400	AT3G06190
Brast02G170500	AT3G08720
Brast02G300400	AT4G19390
Brast02G176700	AT5G45320
Brast02G197600	AT2G02880
Brast02G272300	AT3G01570
Brast02G259200	AT2G16270
Brast02G159100	AT4G18440
Brast02G212700	AT1G16560
Brast02G176900	AT5G61770
Brast02G359600	AT5G13520
Brast02G050300	AT4G14716
Brast02G343500	AT4G23350
Brast02G099600	AT1G48480
Brast02G218600	AT2G03510
Brast02G089000	AT5G47550
Brast02G001000	AT4G17070
Brast02G098700	AT5G16610
Brast02G013200	AT2G22610
Brast02G394900	AT5G24580
Brast02G105300	AT3G04710
Brast02G299000	AT2G14110
Brast02G010800	AT3G48940
Brast02G088200	AT5G47550
Brast02G314900	AT3G29180
Brast02G098000	AT1G05370
Brast02G043400	AT1G04360
Brast02G045000	AT4G26010
Brast02G284400	AT2G01830
Brast02G140100	AT3G45740
Brast02G050200	AT4G14723
Brast02G223000	AT1G19660
Brast02G061300	AT3G14020
Brast02G335700	AT5G27740
Brast02G389300	AT5G42960
Brast02G392700	AT5G04250
Brast02G137400	AT3G46290
Brast02G241500	AT3G13050
Brast02G138800	AT5G02780
Brast02G283200	AT2G44050
Brast02G079700	AT4G36700
Brast02G123500	AT3G57030
Brast02G033000	AT4G35130
Brast02G289800	ATMG00310
Brast02G116700	AT5G42100
Brast02G028200	AT1G20670
Brast02G225300	AT1G55930
Brast02G285900	AT1G09570
Brast02G048500	AT1G05420
Brast02G358000	AT2G38320
Brast02G068000	AT5G42900
Brast02G231800	AT1G74640
Brast02G216700	AT5G43130
Brast02G370800	AT2G46260
Brast02G017900	AT1G04610
Brast02G145700	AT5G53480
Brast02G004800	AT2G15010
Brast02G062200	AT2G26340
Brast02G012400	AT1G76880
Brast02G263100	AT1G77850
Brast02G144400	AT2G30020
Brast02G223400	AT2G04630
Brast02G251500	AT2G42670
Brast02G282000	AT1G48480
Brast02G362500	AT5G02220
Brast02G087200	AT1G47240
Brast02G295100	AT1G28710
Brast02G294100	AT1G73300
Brast02G283300	AT1G18350
Brast02G039900	AT5G22920
Brast02G209200	AT5G24670
Brast02G147400	AT5G58480
Brast02G289200	AT2G18400
Brast02G392500	AT5G60335
Brast02G357200	AT5G01790
Brast02G206400	AT2G17450
Brast02G308000	AT2G38290
Brast02G007400	AT5G52280
Brast02G028700	AT4G35090
Brast02G306200	AT3G22490
Brast02G193700	AT3G09430
Brast02G245200	AT5G38640
Brast02G273500	AT1G03140
Brast02G372900	AT5G59480
Brast02G167300	AT1G26690
Brast02G186500	AT1G78000
Brast02G068500	AT4G33330
Brast02G265100	AT5G03820
Brast02G189100	AT4G21860
Brast02G109100	AT2G32840
Brast02G325900	AT4G38180
Brast02G173600	AT5G05340
Brast02G197900	AT3G47800
Brast02G078100	AT2G34250
Brast02G144000	AT5G58600
Brast02G034700	AT5G46050
Brast02G360700	AT5G59890
Brast02G311400	AT5G60920
Brast02G187400	AT4G05460
Brast02G184000	AT4G23460
Brast02G036000	AT1G04520
Brast02G141300	AT3G54770
Brast02G205000	AT2G26570
Brast02G311300	AT1G26340
Brast02G195000	AT2G02370
Brast02G033200	AT2G05710
Brast02G353900	AT1G08520
Brast02G350900	AT1G53210
Brast02G376100	AT1G71950
Brast02G302200	AT3G06190
Brast02G094300	AT3G29390
Brast02G204700	AT2G26550
Brast02G319700	AT5G42650
Brast02G368400	AT2G30050
Brast02G330600	AT2G32060
Brast02G091500	AT1G77270
Brast02G147000	AT5G56110
Brast02G218900	AT5G15630
Brast02G203700	AT2G27920
Brast02G193100	AT3G06483
Brast02G038200	AT3G24010
Brast02G317000	AT1G49890
Brast02G392100	AT1G20120
Brast02G023800	AT1G01140
Brast02G290000	AT4G14960
Brast02G021900	AT5G41410
Brast02G008800	AT2G36870
Brast02G245600	AT3G29635
Brast02G275100	AT5G65550
Brast02G036300	AT4G17940
Brast02G263300	AT5G04280
Brast02G300000	AT1G55020
Brast02G350100	AT3G57510
Brast02G256600	AT3G22550
Brast02G101500	AT1G31780
Brast02G182300	AT2G47900
Brast02G224400	AT4G01897
Brast02G007100	AT1G65680
Brast02G203100	AT1G19260
Brast02G361900	AT2G39630
Brast02G071400	AT5G10940
Brast02G039100	AT3G24050
Brast02G321100	AT1G49380
Brast02G304500	AT4G29250
Brast02G268900	AT5G39990
Brast02G192100	AT4G11290
Brast02G018400	AT5G59970
Brast02G363600	AT2G39760
Brast02G169000	AT3G10850
Brast02G164200	AT4G13830
Brast02G006600	AT5G65780
Brast02G194000	AT2G46950
Brast02G015400	AT2G36290
Brast02G063800	AT5G21950
Brast02G053100	AT4G34610
Brast02G277100	AT1G77720
Brast02G145300	AT1G07120
Brast02G065900	AT3G02620
Brast02G068600	AT3G19230
Brast02G138500	AT3G53490
Brast02G347500	AT2G22590
Brast02G294500	AT4G22758
Brast02G098300	AT1G05590
Brast02G278700	AT2G03560
Brast02G043700	AT2G32830
Brast02G271600	AT3G20910
Brast02G108800	AT5G06730
Brast02G150300	AT3G62720
Brast02G337000	AT3G03940
Brast02G228000	AT5G15650
Brast02G045600	AT3G54870
Brast02G281700	AT1G70650
Brast02G230000	AT4G37320
Brast02G081100	AT4G37680
Brast02G119600	AT4G11000
Brast02G130900	AT2G39705
Brast02G241200	AT2G28680
Brast02G065800	AT1G19180
Brast02G118300	AT2G41610
Brast02G034500	AT1G04030
Brast02G196800	AT3G01150
Brast02G062300	AT5G21910
Brast02G174500	AT2G35000
Brast02G275000	AT5G49690
Brast02G251200	AT1G28760
Brast02G143900	AT5G58610
Brast02G338500	AT2G32030
Brast02G110900	AT2G01970
Brast02G329000	AT5G14080
Brast02G347400	AT3G51520
Brast02G338700	AT3G43415
Brast02G276600	AT1G71940
Brast02G027200	AT1G30670
Brast02G100300	AT1G25210
Brast02G364400	AT4G09550
Brast02G002600	AT4G16700
Brast02G146200	AT5G06460
Brast02G388500	AT1G24450
Brast02G227300	AT1G69040
Brast02G199900	AT3G63470
Brast02G227400	AT1G69070
Brast02G091000	AT4G37210
Brast02G318400	AT1G47310
Brast02G165200	AT3G45400
Brast02G144600	AT1G07150
Brast02G105900	AT1G02000
Brast02G229200	AT2G29900
Brast02G163300	AT3G56490
Brast02G386100	AT2G25530
Brast02G185100	AT3G16260
Brast02G300800	AT5G05920
Brast02G050700	AT2G38080
Brast02G161200	AT5G21170
Brast02G232600	AT1G04420
Brast02G257800	AT3G12920
Brast02G272500	AT5G14520
Brast02G322200	AT2G37710
Brast02G316600	AT5G67390
Brast02G000800	AT4G17615
Brast02G068700	AT5G42700
Brast02G389500	AT1G74310
Brast02G024600	AT4G38900
Brast02G125900	AT3G09030
Brast02G255600	AT2G37410
Brast02G272700	AT4G14270
Brast02G299600	AT4G21520
Brast02G243400	AT1G49950
Brast02G157500	AT3G62370
Brast02G282500	AT3G10050
Brast02G122100	AT5G16720
Brast02G112900	AT5G05000
Brast02G337500	AT1G21230
Brast02G322700	AT2G16250
Brast02G260800	AT4G10810
Brast02G259500	AT1G58370
Brast02G218800	AT1G79150
Brast02G140900	AT1G07890
Brast02G211200	AT1G72640
Brast02G088700	AT5G47550
Brast02G186900	AT1G09920
Brast02G305500	AT2G25690
Brast02G363000	AT2G37710
Brast02G142500	AT5G50840
Brast02G303200	AT5G37910
Brast02G034300	AT2G23180
Brast02G055500	AT1G69500
Brast02G335400	AT2G02760
Brast02G008100	AT5G03455
Brast02G127900	AT3G54050
Brast02G304100	AT1G03060
Brast02G107500	AT1G19400
Brast02G367800	AT3G05940
Brast02G250600	ATCG00270
Brast02G210200	AT1G70600
Brast02G183800	AT2G41500
Brast02G333300	AT5G04870
Brast02G003300	AT1G11260
Brast02G034600	AT2G33420
Brast02G287100	AT1G54690
Brast02G337400	AT3G22630
Brast02G097400	AT3G01120
Brast02G390200	AT5G24490
Brast02G134300	AT3G53710
Brast02G015900	AT2G02100
Brast02G268000	AT4G38062
Brast02G304900	AT1G03070
Brast02G108300	AT1G69770
Brast02G230800	AT3G19540
Brast02G277300	AT1G21980
Brast02G353000	AT2G21110
Brast02G311900	AT3G29760
Brast02G115600	AT2G17880
Brast02G139800	AT5G02810
Brast02G151100	AT5G43990
Brast02G075300	AT2G13840
Brast02G291800	AT3G49730
Brast02G283400	AT4G17720
Brast02G341600	AT1G04240
Brast02G104700	AT2G45420
Brast02G185300	AT2G38750
Brast02G203000	AT5G43175
Brast02G377700	AT1G21230
Brast02G235000	AT4G15180
Brast02G160200	AT5G30510
Brast02G357900	AT3G22730
Brast02G046900	AT1G30480
Brast02G361200	AT5G02450
Brast02G352900	AT4G38700
Brast02G268600	AT5G07350
Brast02G221600	AT2G20820
Brast02G390700	AT1G65000
Brast02G175800	AT4G15920
Brast02G069700	AT5G64816
Brast02G002400	AT4G16695
Brast02G316200	AT5G67360
Brast02G154200	AT3G16910
Brast02G259700	AT4G08150
Brast02G307400	AT1G13570
Brast02G269700	AT1G59650
Brast02G205800	AT1G45231
Brast02G021000	AT3G55330
Brast02G038300	AT4G28760
Brast02G292000	AT4G34910
Brast02G262700	AT1G58250
Brast02G342500	AT2G30620
Brast02G278800	AT1G73650
Brast02G284800	AT3G12110
Brast02G205500	AT4G36980
Brast02G131000	AT5G60020
Brast02G146700	AT1G14290
Brast02G028900	AT2G17200
Brast02G076300	AT1G53720
Brast02G388300	AT1G61010
Brast02G295800	AT4G36870
Brast02G377000	AT1G21230
Brast02G232300	AT1G47710
Brast02G175100	AT4G02280
Brast02G282300	AT1G66200
Brast02G035700	AT4G39490
Brast02G129400	AT4G14465
Brast02G051700	AT5G45890
Brast02G021400	AT3G55340
Brast02G300100	AT3G22400
Brast02G155600	AT3G16990
Brast02G049400	AT1G05460
Brast02G298800	AT5G10860
Brast02G353700	AT5G04040
Brast02G301200	AT5G43650
Brast02G140500	AT3G53470
Brast02G381400	AT3G23790
Brast02G141700	AT1G07900
Brast02G076600	AT4G25880
Brast02G343200	AT3G51040
Brast02G377300	AT2G13690
Brast02G341000	AT5G28770
Brast02G356100	AT5G08790
Brast02G163400	AT5G22340
Brast02G356600	AT4G27950
Brast02G314000	AT2G03430
Brast02G238700	AT3G54650
Brast02G067300	AT1G72360
Brast02G323200	AT2G22780
Brast02G200500	AT5G64170
Brast02G113600	AT1G77280
Brast02G218200	AT3G20500
Brast02G380000	AT2G33290
Brast02G164400	AT2G27130
Brast02G028500	AT2G17220
Brast02G073500	AT4G40020
Brast02G185400	AT2G38760
Brast02G166400	AT2G39050
Brast02G148100	AT5G05440
Brast02G315500	AT4G34270
Brast02G148300	AT3G51740
Brast02G237500	AT1G47510
Brast02G383100	AT3G25070
Brast02G153900	AT1G56320
Brast02G228900	AT5G08030
Brast02G321900	AT4G17000
Brast02G202900	AT3G15730
Brast02G324500	AT5G42710
Brast02G302600	AT3G04750
Brast02G227600	ATCG00650
Brast02G045700	AT5G09880
Brast02G130200	AT5G59600
Brast02G076200	AT3G18880
Brast02G191500	AT1G07130
Brast02G301100	AT3G23100
Brast02G162800	AT2G46400
Brast02G273300	AT5G03280
Brast02G075600	AT2G33220
Brast02G051000	AT1G31360
Brast02G279400	AT1G48570
Brast02G172600	AT3G51620
Brast02G062100	AT1G72570
Brast02G261800	AT3G04710
Brast02G211800	AT1G11750
Brast02G349800	AT3G10240
Brast02G386800	AT1G07980
Brast02G228600	AT3G09860
Brast02G187100	AT2G41740
Brast02G333900	AT3G26660
Brast02G117300	AT3G61050
Brast02G326000	AT4G25800
Brast02G297100	AT1G51600
Brast02G233100	AT2G46760
Brast02G181000	AT5G18650
Brast02G200700	AT2G34320
Brast02G218000	AT3G48880
Brast02G021600	AT1G62990
Brast02G339800	AT5G64320
Brast02G156100	AT1G56430
Brast02G314200	AT3G15660
Brast02G222300	AT5G48670
Brast02G374300	AT3G57660
Brast02G287400	AT4G34430
Brast02G105600	AT1G12330
Brast02G352300	AT3G22660
Brast02G197800	AT1G26800
Brast02G328000	AT3G08520
Brast02G343400	AT5G18570
Brast02G262200	AT2G16400
Brast02G148500	AT1G06980
Brast02G318200	AT1G07640
Brast02G122300	AT3G03305
Brast02G247400	AT3G25520
Brast02G010700	AT5G05980
Brast02G269900	AT5G19860
Brast02G016200	AT5G52100
Brast02G289100	AT5G42770
Brast02G143600	AT5G05580
Brast02G184700	AT3G22490
Brast02G072300	AT1G28220
Brast02G284000	AT4G36630
Brast02G033700	AT5G57490
Brast02G195500	AT3G13620
Brast02G113200	AT1G20580
Brast02G334700	AT3G12630
Brast02G182200	AT5G18670
Brast02G245300	AT1G78390
Brast02G350600	AT5G05170
Brast02G287000	AT3G01311
Brast02G371300	AT2G46260
Brast02G051300	AT2G38820
Brast02G160500	AT3G17330
Brast02G244300	AT4G18395
Brast02G174400	AT3G16780
Brast02G136400	AT3G53520
Brast02G228200	AT3G30180
Brast02G126300	AT2G39970
Brast02G109000	AT5G06720
Brast02G074800	AT2G44610
Brast02G373300	AT5G22280
Brast02G381600	AT4G13020
Brast02G285200	AT2G01910
Brast02G095500	AT3G02310
Brast02G126900	AT3G09085
Brast02G325500	AT2G30820
Brast02G086400	AT2G21100
Brast02G124600	AT4G08250
Brast02G017100	AT3G48750
Brast02G180400	AT5G19830
Brast02G151700	AT5G50990
Brast02G196600	AT1G32490
Brast02G302500	AT4G14550
Brast02G160100	AT1G48000
Brast02G180500	AT5G23960
Brast02G228700	AT5G08040
Brast02G263000	AT1G77850
Brast02G045300	AT2G36895
Brast02G043200	AT1G04360
Brast02G081000	AT4G33800
Brast02G151900	AT1G66810
Brast02G005300	AT5G62700
Brast02G354800	AT5G12190
Brast02G034900	AT1G51080
Brast02G027100	AT2G02050
Brast02G053900	AT3G28480
Brast02G155100	AT3G62720
Brast02G308600	AT5G20930
Brast02G096400	AT2G41940
Brast02G145800	AT3G15420
Brast02G159900	AT1G56560
Brast02G115300	AT4G38670
Brast02G093300	AT4G16500
Brast02G035400	AT1G04500
Brast02G293700	AT1G27480
Brast02G123100	AT4G27640
Brast02G384800	AT5G09900
Brast02G386200	AT3G07040
Brast02G175900	AT3G16660
Brast02G273600	AT2G32150
Brast02G376600	AT3G24200
Brast02G332000	AT5G16280
Brast02G363800	AT1G07410
Brast02G057800	AT5G39865
Brast02G016000	AT4G00755
Brast02G222800	AT3G49400
Brast02G049000	AT3G22530
Brast02G176000	AT3G16660
Brast02G107300	AT3G50860
Brast02G167600	AT3G25720
Brast02G009000	AT1G17880
Brast02G333500	AT3G18360
Brast02G183100	AT3G57300
Brast02G353300	AT4G38700
Brast02G030900	AT1G20560
Brast02G352200	AT4G25780
Brast02G366900	AT1G07230
Brast02G092200	AT5G61210
Brast02G170800	AT5G05220
Brast02G111700	AT2G01900
Brast02G158000	AT4G16210
Brast02G214300	AT3G56870
Brast02G099400	AT3G17830
Brast02G134200	AT5G59950
Brast02G241400	AT3G13050
Brast02G298400	AT1G08560
Brast02G242100	AT2G20180
Brast02G198100	AT1G71790
Brast02G342300	AT3G04670
Brast02G352500	AT5G13860
Brast02G273200	AT5G03280
Brast02G042600	AT3G22730
Brast02G030500	AT5G42290
Brast02G318100	AT4G33950
Brast02G162500	AT1G22360
Brast02G060000	AT4G24660
Brast02G246200	AT1G14060
Brast02G290100	AT4G08170
Brast02G359900	AT3G53540
Brast02G383500	AT3G04430
Brast02G172000	AT2G40620
Brast02G275700	AT3G26618
Brast02G151400	AT4G21240
Brast02G019600	AT1G01030
Brast02G233800	AT2G14760
Brast02G186100	AT1G31490
Brast02G023000	AT5G41560
Brast02G395300	AT2G32700
Brast02G261500	AT3G50760
Brast02G323600	AT1G75210
Brast02G242700	AT5G58230
Brast02G265900	AT1G32550
Brast02G269600	AT1G55265
Brast02G286500	AT1G17950
Brast02G387600	AT1G31880
Brast02G307800	AT5G04895
Brast02G260300	ATCG01250
Brast02G010000	AT1G48405
Brast02G261100	AT2G14660
Brast02G250900	AT5G18230
Brast02G274500	AT1G66340
Brast02G297200	AT5G19220
Brast02G095200	AT1G76340
Brast02G165500	AT5G07900
Brast02G040400	AT2G26170
Brast02G078700	AT3G13120
Brast02G006400	AT4G29090
Brast02G188300	AT4G14290
Brast02G291500	AT1G27340
Brast02G193200	AT3G62200
Brast02G219000	AT5G60920
Brast02G123400	AT4G08500
Brast02G368500	AT5G26910
Brast02G322500	AT1G10020
Brast02G046500	AT1G20190
Brast02G244500	AT1G47710
Brast02G382200	AT3G07130
Brast02G144100	AT3G47340
Brast02G115800	AT4G38770
Brast02G285600	AT1G73460
Brast02G104800	AT4G25370
Brast02G001400	AT5G62670
Brast02G109600	AT2G02040
Brast02G393300	AT5G64700
Brast02G374000	AT2G27510
Brast02G141000	AT3G45640
Brast02G168400	AT4G20780
Brast02G272000	AT2G40110
Brast02G090400	AT3G29270
Brast02G271700	AT2G37210
Brast02G155900	AT1G09240
Brast02G050500	AT1G10095
Brast02G331200	AT1G78380
Brast02G270300	AT5G62890
Brast02G349300	AT1G55340
Brast02G050800	AT3G11210
Brast02G139300	AT2G37310
Brast02G006200	AT5G37930
Brast02G049900	AT3G51895
Brast02G371600	AT4G01950
Brast02G022100	AT3G46290
Brast02G020400	AT3G61960
Brast02G127700	AT1G31420
Brast02G092500	AT2G27760
Brast02G317400	AT5G41270
Brast02G345500	AT1G69970
Brast02G246600	AT3G52060
Brast02G055400	AT5G15300
Brast02G092400	AT5G15510
